チーム,背番号,選手,生年月日,ポジション,投打,出身,年俸,,,年齢,,2026,中日,横浜,巨人,阪神,ヤクルト,広島,ソフトバンク,日本ハム,楽天,西武,ロッテ,オリックス,OB,,パワプロ
OB,,山﨑 武司,1960,内野手,,,,1960,,80,,,,,,,,,,,,,,,,,
OB,,藤井 彰人,1960,捕手,,,,1960,,80,,,,,,,,,,,,,,,,,
OB,,銀次,1987,内野手,,,,1987,,53,,,,,,,,,,,,,,,,,
OB,,高須 洋介,1974,内野手,,,,1974,,66,,,,,,,,,,,,,,,,,
OB,,浅村 栄斗,1991,内野手,,,,1991,,49,,,,,,,,,,,,,,,,,
OB,,茂木 栄五郎,2010,内野手,,,,2010,,30,,,,,,,,,,,,,,,,,
OB,,岡島 豪郎,1987,外野手,,,,1987,,53,,,,,,,,,,,,,,,,,
OB,,島内 宏明,1991,外野手,,,,1991,,49,,,,,,,,,,,,,,,,,
OB,,松井 稼頭央,1966,内野手,,,,1966,,74,,,,,,,,,,,,,,,,,
OB,,稲尾 和久,1985,投手,,,,1985,,55,,,,,,,,,,,,,,,,,
OB,,工藤 公康,1971,投手,,,,1971,,69,,,,,,,,,,,,,,,,,
OB,,西口 文也,1963,投手,,,,1963,,77,,,,,,,,,,,,,,,,,
OB,,松坂 大輔,1971,投手,,,,1971,,69,,,,,,,,,,,,,,,,,
OB,,東尾 修,1988,投手,,,,1988,,52,,,,,,,,,,,,,,,,,
OB,,渡辺 久信,1963,投手,,,,1963,,77,,,,,,,,,,,,,,,,,
OB,,潮崎 哲也,2006,投手,,,,2006,,34,,,,,,,,,,,,,,,,,
OB,,森 慎二,1986,投手,,,,1986,,54,,,,,,,,,,,,,,,,,
OB,,鹿取 義隆,1986,投手,,,,1986,,54,,,,,,,,,,,,,,,,,
OB,,牧田 和久,1981,投手,,,,1981,,59,,,,,,,,,,,,,,,,,
OB,,森 繁和,1965,投手,,,,1965,,75,,,,,,,,,,,,,,,,,
OB,,豊田 清,1952,投手,,,,1952,,88,,,,,,,,,,,,,,,,,
OB,,伊東 勤,1949,捕手,,,,1949,,91,,,,,,,,,,,,,,,,,
OB,,土井 正博,1989,内野手,,,,1989,,51,,,,,,,,,,,,,,,,,
OB,,辻 発彦,1962,内野手,,,,1962,,78,,,,,,,,,,,,,,,,,
OB,,中村 剛也,1950,内野手,,,,1950,,90,,,,,,,,,,,,,,,,,
OB,,松井 稼頭央,1998,内野手,,,,1998,,42,,,,,,,,,,,,,,,,,
OB,,和田 一浩,1984,外野手,,,,1984,,56,,,,,,,,,,,,,,,,,
OB,,秋山 幸二,1969,外野手,,,,1969,,71,,,,,,,,,,,,,,,,,
OB,,平野 謙,1956,外野手,,,,1956,,84,,,,,,,,,,,,,,,,,
OB,,中西 太,1992,内野手,,,,1992,,48,,,,,,,,,,,,,,,,,
OB,,森 友哉,1984,捕手,,,,1984,,56,,,,,,,,,,,,,,,,,
OB,,デストラーデ,1984,内野手,,,,1984,,56,,,,,,,,,,,,,,,,,
OB,,片岡 易之,2000,内野手,,,,2000,,40,,,,,,,,,,,,,,,,,
OB,,石毛 宏典,2001,内野手,,,,2001,,39,,,,,,,,,,,,,,,,,
OB,,豊田 泰光,1959,内野手,,,,1959,,81,,,,,,,,,,,,,,,,,
OB,,栗山 巧,1951,外野手,,,,1951,,89,,,,,,,,,,,,,,,,,
OB,,秋山 翔吾,1997,外野手,,,,1997,,43,,,,,,,,,,,,,,,,,
OB,,中島 宏之,1976,内野手,,,,1976,,64,,,,,,,,,,,,,,,,,
OB,,ダルビッシュ ,1974,投手,,,,1974,,66,,,,,,,,,,,,,,,,,
OB,,西崎 幸広,1932,投手,,,,1932,,108,,,,,,,,,,,,,,,,,
OB,,土橋 正幸,1997,投手,,,,1997,,43,,,,,,,,,,,,,,,,,
OB,,尾崎 行雄,1969,投手,,,,1969,,71,,,,,,,,,,,,,,,,,
OB,,高橋 直樹,1986,投手,,,,1986,,54,,,,,,,,,,,,,,,,,
OB,,岩本 ツトム,1998,投手,,,,1998,,42,,,,,,,,,,,,,,,,,
OB,,江夏 豊,1985,投手,,,,1985,,55,,,,,,,,,,,,,,,,,
OB,,宮西 尚生,1975,投手,,,,1975,,65,,,,,,,,,,,,,,,,,
OB,,増井 浩俊,1970,投手,,,,1970,,70,,,,,,,,,,,,,,,,,
OB,,グロス,1997,投手,,,,1997,,43,,,,,,,,,,,,,,,,,
OB,,大谷 翔平,1983,投手,,,,1983,,57,,,,,,,,,,,,,,,,,
OB,,武田 久,1998,投手,,,,1998,,42,,,,,,,,,,,,,,,,,
OB,,田村 藤夫,1969,捕手,,,,1969,,71,,,,,,,,,,,,,,,,,
OB,,小笠原 道大,1962,内野手,,,,1962,,78,,,,,,,,,,,,,,,,,
OB,,田中 賢介,1981,内野手,,,,1981,,59,,,,,,,,,,,,,,,,,
OB,,片岡 篤史,1992,内野手,,,,1992,,48,,,,,,,,,,,,,,,,,
OB,,田中 幸雄,1996,内野手,,,,1996,,44,,,,,,,,,,,,,,,,,
OB,,中田 翔,1959,内野手,,,,1959,,81,,,,,,,,,,,,,,,,,
OB,,糸井 嘉男,1959,外野手,,,,1959,,81,,,,,,,,,,,,,,,,,
OB,,稲葉 篤紀,1984,外野手,,,,1984,,56,,,,,,,,,,,,,,,,,
OB,,張本 勲,1951,外野手,,,,1951,,89,,,,,,,,,,,,,,,,,
OB,,鶴岡 慎也,1960,捕手,,,,1960,,80,,,,,,,,,,,,,,,,,
OB,,大杉 勝男,1970,内野手,,,,1970,,70,,,,,,,,,,,,,,,,,
OB,,白井 一幸,2000,内野手,,,,2000,,40,,,,,,,,,,,,,,,,,
OB,,古屋 英夫,1992,内野手,,,,1992,,48,,,,,,,,,,,,,,,,,
OB,,金子 誠,1996,内野手,,,,1996,,44,,,,,,,,,,,,,,,,,
OB,,毒島 章一,1966,外野手,,,,1966,,74,,,,,,,,,,,,,,,,,
OB,,島田 誠,1990,外野手,,,,1990,,50,,,,,,,,,,,,,,,,,
OB,,森本 稀哲,1978,外野手,,,,1978,,62,,,,,,,,,,,,,,,,,
OB,,皆川 睦男,1992,投手,,,,1992,,48,,,,,,,,,,,,,,,,,
OB,,杉浦 忠,1962,投手,,,,1962,,78,,,,,,,,,,,,,,,,,
OB,,井上 祐二,1996,投手,,,,1996,,44,,,,,,,,,,,,,,,,,
OB,,江本 孟紀,1932,投手,,,,1932,,108,,,,,,,,,,,,,,,,,
OB,,山内 新一,1998,投手,,,,1998,,42,,,,,,,,,,,,,,,,,
OB,,村上 雅則,1971,投手,,,,1971,,69,,,,,,,,,,,,,,,,,
OB,,山内 孝徳,1988,投手,,,,1988,,52,,,,,,,,,,,,,,,,,
OB,,別所 昭,1963,投手,,,,1963,,77,,,,,,,,,,,,,,,,,
OB,,江夏 豊,1993,投手,,,,1993,,47,,,,,,,,,,,,,,,,,
OB,,山内 和宏,1979,投手,,,,1979,,61,,,,,,,,,,,,,,,,,
OB,,藤田 学,2010,投手,,,,2010,,30,,,,,,,,,,,,,,,,,
OB,,佐藤 道郎,2004,投手,,,,2004,,36,,,,,,,,,,,,,,,,,
OB,,野村 克也,1951,捕手,,,,1951,,89,,,,,,,,,,,,,,,,,
OB,,鶴岡 一人,1984,内野手,,,,1984,,56,,,,,,,,,,,,,,,,,
OB,,岡本 伊三美,1998,内野手,,,,1998,,42,,,,,,,,,,,,,,,,,
OB,,藤原 満,1998,内野手,,,,1998,,42,,,,,,,,,,,,,,,,,
OB,,小池 兼司,1998,内野手,,,,1998,,42,,,,,,,,,,,,,,,,,
OB,,堀井 数男,1992,外野手,,,,1992,,48,,,,,,,,,,,,,,,,,
OB,,広瀬 叔功,1993,外野手,,,,1993,,47,,,,,,,,,,,,,,,,,
OB,,山本 和範,1995,外野手,,,,1995,,45,,,,,,,,,,,,,,,,,
OB,,門田 博光,1986,外野手,,,,1986,,54,,,,,,,,,,,,,,,,,
OB,,香川 伸行,1997,捕手,,,,1997,,43,,,,,,,,,,,,,,,,,
OB,,桜井 輝秀,1980,内野手,,,,1980,,60,,,,,,,,,,,,,,,,,
OB,,河埜 敬幸,1977,内野手,,,,1977,,63,,,,,,,,,,,,,,,,,
OB,,国貞 泰汎,1998,内野手,,,,1998,,42,,,,,,,,,,,,,,,,,
OB,,定岡 智秋,1981,内野手,,,,1981,,59,,,,,,,,,,,,,,,,,
OB,,佐々木 誠,1984,外野手,,,,1984,,56,,,,,,,,,,,,,,,,,
OB,,新井 宏昌,1973,外野手,,,,1973,,67,,,,,,,,,,,,,,,,,
OB,,ジョーンズ,1960,内野手,,,,1960,,80,,,,,,,,,,,,,,,,,
OB,,米田 哲也,1985,投手,,,,1985,,55,,,,,,,,,,,,,,,,,
OB,,山田 久志,1994,投手,,,,1994,,46,,,,,,,,,,,,,,,,,
OB,,梶本 隆夫,1983,投手,,,,1983,,57,,,,,,,,,,,,,,,,,
OB,,野口 二郎,1991,投手,,,,1991,,49,,,,,,,,,,,,,,,,,
OB,,佐藤 義則,1992,投手,,,,1992,,48,,,,,,,,,,,,,,,,,
OB,,山口 高志,2004,投手,,,,2004,,36,,,,,,,,,,,,,,,,,
OB,,山沖 之彦,1963,投手,,,,1963,,77,,,,,,,,,,,,,,,,,
OB,,星野 伸之,1993,投手,,,,1993,,47,,,,,,,,,,,,,,,,,
OB,,今井 雄太郎,1976,投手,,,,1976,,64,,,,,,,,,,,,,,,,,
OB,,稲葉 光雄,1976,投手,,,,1976,,64,,,,,,,,,,,,,,,,,
OB,,竹村 一義,1991,投手,,,,1991,,49,,,,,,,,,,,,,,,,,
OB,,足立 光宏,1991,投手,,,,1991,,49,,,,,,,,,,,,,,,,,
OB,,岡村 浩二,1963,捕手,,,,1963,,77,,,,,,,,,,,,,,,,,
OB,,ブーマー,1996,内野手,,,,1996,,44,,,,,,,,,,,,,,,,,
OB,,マルカーノ,1971,内野手,,,,1971,,69,,,,,,,,,,,,,,,,,
OB,,松永 浩美,1953,内野手,,,,1953,,87,,,,,,,,,,,,,,,,,
OB,,大橋 穣,1938,内野手,,,,1938,,102,,,,,,,,,,,,,,,,,
OB,,簑田 浩二,1998,外野手,,,,1998,,42,,,,,,,,,,,,,,,,,
OB,,福本 豊,1985,外野手,,,,1985,,55,,,,,,,,,,,,,,,,,
OB,,長池 徳二,1986,外野手,,,,1986,,54,,,,,,,,,,,,,,,,,
OB,,加藤 英司,1950,内野手,,,,1950,,90,,,,,,,,,,,,,,,,,
OB,,中沢 伸二,1988,捕手,,,,1988,,52,,,,,,,,,,,,,,,,,
OB,,高井 保弘,1973,内野手,,,,1973,,67,,,,,,,,,,,,,,,,,
OB,,福良 淳一,2000,内野手,,,,2000,,40,,,,,,,,,,,,,,,,,
OB,,島谷 金二,1985,内野手,,,,1985,,55,,,,,,,,,,,,,,,,,
OB,,阪本 敏三,1939,内野手,,,,1939,,101,,,,,,,,,,,,,,,,,
OB,,大熊 忠義,1963,外野手,,,,1963,,77,,,,,,,,,,,,,,,,,
OB,,中田 昌宏,1978,外野手,,,,1978,,62,,,,,,,,,,,,,,,,,
OB,,石嶺 和彦,2000,外野手,,,,2000,,40,,,,,,,,,,,,,,,,,
OB,,鈴木 啓示,1979,投手,,,,1979,,61,,,,,,,,,,,,,,,,,
OB,,村田 辰美,2009,投手,,,,2009,,31,,,,,,,,,,,,,,,,,
OB,,阿波野 秀幸,1963,投手,,,,1963,,77,,,,,,,,,,,,,,,,,
OB,,岩隈 久志,1993,投手,,,,1993,,47,,,,,,,,,,,,,,,,,
OB,,髙村 祐,1960,投手,,,,1960,,80,,,,,,,,,,,,,,,,,
OB,,小池 秀郎,1963,投手,,,,1963,,77,,,,,,,,,,,,,,,,,
OB,,吉井 理人,1935,投手,,,,1935,,105,,,,,,,,,,,,,,,,,
OB,,岡本 晃,1982,投手,,,,1982,,58,,,,,,,,,,,,,,,,,
OB,,佐野 重樹,1985,投手,,,,1985,,55,,,,,,,,,,,,,,,,,
OB,,太田 幸司,1951,投手,,,,1951,,89,,,,,,,,,,,,,,,,,
OB,,赤堀 元之,1983,投手,,,,1983,,57,,,,,,,,,,,,,,,,,
OB,,大塚 晶文,1984,投手,,,,1984,,56,,,,,,,,,,,,,,,,,
OB,,梨田 昌崇,1989,捕手,,,,1989,,51,,,,,,,,,,,,,,,,,
OB,,石井 浩郎,1967,内野手,,,,1967,,73,,,,,,,,,,,,,,,,,
OB,,大石 大二郎,1962,内野手,,,,1962,,78,,,,,,,,,,,,,,,,,
OB,,中村 紀洋,2000,内野手,,,,2000,,40,,,,,,,,,,,,,,,,,
OB,,石渡 茂,1985,内野手,,,,1985,,55,,,,,,,,,,,,,,,,,
OB,,土井 正博,1969,外野手,,,,1969,,71,,,,,,,,,,,,,,,,,
OB,,大村 直之,1969,外野手,,,,1969,,71,,,,,,,,,,,,,,,,,
OB,,ローズ,1969,外野手,,,,1969,,71,,,,,,,,,,,,,,,,,
OB,,ブライアント,1992,外野手,,,,1992,,48,,,,,,,,,,,,,,,,,
OB,,有田 修三,1985,捕手,,,,1985,,55,,,,,,,,,,,,,,,,,
OB,,吉岡 雄二,1963,内野手,,,,1963,,77,,,,,,,,,,,,,,,,,
OB,,水口 栄二,1988,内野手,,,,1988,,52,,,,,,,,,,,,,,,,,
OB,,金村 義明,2010,内野手,,,,2010,,30,,,,,,,,,,,,,,,,,
OB,,村上 隆行,1985,内野手,,,,1985,,55,,,,,,,,,,,,,,,,,
OB,,佐々木 恭介,1988,外野手,,,,1988,,52,,,,,,,,,,,,,,,,,
OB,,新井 宏昌,1988,外野手,,,,1988,,52,,,,,,,,,,,,,,,,,
OB,,礒部 公一,1996,外野手,,,,1996,,44,,,,,,,,,,,,,,,,,
OB,,和田 豊,1978,内野手,,,,1978,,62,,,,,,,,,,,,,,,,,
OB,,攝津 正,1998,投手,,,,1998,,42,,,,,,,,,,,,,,,,,
OB,,梵 英心,1996,内野手,,,,1996,,44,,,,,,,,,,,,,,,,,
OB,,礒部 公一（楽天）,1989,外野手,,,,1989,,51,,,,,,,,,,,,,,,,,
OB,,井上 一樹,1987,外野手,,,,1987,,53,,,,,,,,,,,,,,,,,
OB,,新庄 剛志,1987,外野手,,,,1987,,53,,,,,,,,,,,,,,,,,
OB,,三木 肇,1993,内野手,,,,1993,,47,,,,,,,,,,,,,,,,,
OB,,大谷 翔平,2010,投手,,,,2010,,30,,,,,,,,,,,,,,,,,
OB,,菅野 智之,2005,投手,,,,2005,,35,,,,,,,,,,,,,,,,,
OB,,小笠原 慎之介,2013,投手,,,,2013,,27,,,,,,,,,,,,,,,,,
OB,,前田 健太,2004,投手,,,,2004,,36,,,,,,,,,,,,,,,,,
OB,,鈴木 誠也,2010,外野手,,,,2010,,30,,,,,,,,,,,,,,,,,
OB,,今永 昇太,2009,投手,,,,2009,,31,,,,,,,,,,,,,,,,,
OB,,藤浪 晋太郎,2010,投手,,,,2010,,30,,,,,,,,,,,,,,,,,
OB,,青柳 晃洋,2009,外野手,,,,2009,,31,,,,,,,,,,,,,,,,,
OB,,松井 裕樹,2011,投手,,,,2011,,29,,,,,,,,,,,,,,,,,
OB,,ダルビッシュ,2002,投手,,,,2002,,38,,,,,,,,,,,,,,,,,
OB,,大谷 翔平,2010,投手,,,,2010,,30,,,,,,,,,,,,,,,,,
OB,,菊池 雄星,2007,投手,,,,2007,,33,,,,,,,,,,,,,,,,,
OB,,吉田 正尚,2009,外野手,,,,2009,,31,,,,,,,,,,,,,,,,,
OB,,山本 由伸,2014,投手,,,,2014,,26,,,,,,,,,,,,,,,,,
OB,,千賀 滉大,2008,投手,,,,2008,,32,,,,,,,,,,,,,,,,,
OB,,川相 昌弘,1980,内野手,,,,1980,,60,,,,,,,,,,,,,,,,,
OB,,鈴木 尚広,1978,外野手,,,,1978,,62,,,,,,,,,,,,,,,,,
OB,,久保 康生,1974,投手,,,,1974,,66,,,,,,,,,,,,,,,,,
OB,,内海 哲也,1998,投手,,,,1998,,42,,,,,,,,,,,,,,,,,
OB,,亀井 善行,1998,外野手,,,,1998,,42,,,,,,,,,,,,,,,,,
OB,,古城 茂幸,1976,内野手,,,,1976,,64,,,,,,,,,,,,,,,,,
OB,,松本 哲也,1984,外野手,,,,1984,,56,,,,,,,,,,,,,,,,,
OB,,森野 将彦,1994,内野手,,,,1994,,46,,,,,,,,,,,,,,,,,
OB,,小池 正晃,1996,外野手,,,,1996,,44,,,,,,,,,,,,,,,,,
OB,,山井 大介,1994,投手,,,,1994,,46,,,,,,,,,,,,,,,,,
OB,,平田 良介,1987,外野手,,,,1987,,53,,,,,,,,,,,,,,,,,
OB,,堂上 直倫,2004,内野手,,,,2004,,36,,,,,,,,,,,,,,,,,
OB,,中村 豊,1973,外野手,,,,1973,,67,,,,,,,,,,,,,,,,,
OB,,高橋 建,1985,投手,,,,1985,,55,,,,,,,,,,,,,,,,,
OB,,東出 輝裕,1996,内野手,,,,1996,,44,,,,,,,,,,,,,,,,,
OB,,高 信二,1983,内野手,,,,1983,,57,,,,,,,,,,,,,,,,,
OB,,小窪 哲也,2001,内野手,,,,2001,,39,,,,,,,,,,,,,,,,,
OB,,野村 祐輔,2005,投手,,,,2005,,35,,,,,,,,,,,,,,,,,
OB,,三好 匠,2009,内野手,,,,2009,,31,,,,,,,,,,,,,,,,,
OB,,赤松 真人,1998,外野手,,,,1998,,42,,,,,,,,,,,,,,,,,
OB,,朝山 東洋,1992,外野手,,,,1992,,48,,,,,,,,,,,,,,,,,
OB,,菊地原 毅,1990,投手,,,,1990,,50,,,,,,,,,,,,,,,,,
OB,,松元 ユウイチ,1996,外野手,,,,1996,,44,,,,,,,,,,,,,,,,,
OB,,寺内 崇幸,1983,内野手,,,,1983,,57,,,,,,,,,,,,,,,,,
OB,,大松 尚逸,1998,外野手,,,,1998,,42,,,,,,,,,,,,,,,,,
OB,,小野寺 力,1980,投手,,,,1980,,60,,,,,,,,,,,,,,,,,
OB,,桑原 義行,1982,外野手,,,,1982,,58,,,,,,,,,,,,,,,,,
OB,,小杉 陽太,2001,投手,,,,2001,,39,,,,,,,,,,,,,,,,,
OB,,田中 浩康,1998,内野手,,,,1998,,42,,,,,,,,,,,,,,,,,
OB,,大原 慎司,2001,投手,,,,2001,,39,,,,,,,,,,,,,,,,,
OB,,馬場 敏史,1980,内野手,,,,1980,,60,,,,,,,,,,,,,,,,,
OB,,北川 博敏,1988,内野手,,,,1988,,52,,,,,,,,,,,,,,,,,
OB,,平田 勝男,1953,内野手,,,,1953,,87,,,,,,,,,,,,,,,,,
OB,,筒井 壮,1990,内野手,,,,1990,,50,,,,,,,,,,,,,,,,,
OB,,藤本 敦士,1993,内野手,,,,1993,,47,,,,,,,,,,,,,,,,,
OB,,小谷野 栄一,1996,内野手,,,,1996,,44,,,,,,,,,,,,,,,,,
OB,,安藤 優也,1993,投手,,,,1993,,47,,,,,,,,,,,,,,,,,
OB,,石井 貴,1971,内野手,,,,1971,,69,,,,,,,,,,,,,,,,,
OB,,森岡 良介,2000,内野手,,,,2000,,40,,,,,,,,,,,,,,,,,
OB,,雄平,2000,外野手,,,,2000,,40,,,,,,,,,,,,,,,,,
OB,,塩川 達也,1998,内野手,,,,1998,,42,,,,,,,,,,,,,,,,,
OB,,川名 慎一,1970,外野手,,,,1970,,70,,,,,,,,,,,,,,,,,
OB,,後藤 武敏,1996,内野手,,,,1996,,44,,,,,,,,,,,,,,,,,
OB,,久保 裕也,1980,投手,,,,1980,,60,,,,,,,,,,,,,,,,,
OB,,代田 建紀,1989,外野手,,,,1989,,51,,,,,,,,,,,,,,,,,
OB,,小関 竜也,1976,外野手,,,,1976,,64,,,,,,,,,,,,,,,,,
OB,,赤田 将吾,1996,外野手,,,,1996,,44,,,,,,,,,,,,,,,,,
OB,,大引 啓次,1984,内野手,,,,1984,,56,,,,,,,,,,,,,,,,,
OB,,熊代 聖人,1989,内野手,,,,1989,,51,,,,,,,,,,,,,,,,,
OB,,小林 宏,1986,投手,,,,1986,,54,,,,,,,,,,,,,,,,,
OB,,波留 敏夫,1986,外野手,,,,1986,,54,,,,,,,,,,,,,,,,,
OB,,髙橋 信二,1978,捕手,,,,1978,,62,,,,,,,,,,,,,,,,,
OB,,比嘉 幹貴,1998,投手,,,,1998,,42,,,,,,,,,,,,,,,,,
OB,,安達 了一,2003,内野手,,,,2003,,37,,,,,,,,,,,,,,,,,
OB,,松井 佑介,1987,外野手,,,,1987,,53,,,,,,,,,,,,,,,,,
OB,,嶋村 一輝,1981,外野手,,,,1981,,59,,,,,,,,,,,,,,,,,
OB,,厚澤 和幸,1972,外野手,,,,1972,,68,,,,,,,,,,,,,,,,,
OB,,堀 幸一,1985,内野手,,,,1985,,55,,,,,,,,,,,,,,,,,
OB,,根元 俊一,1999,内野手,,,,1999,,41,,,,,,,,,,,,,,,,,
OB,,大塚 明,1991,外野手,,,,1991,,49,,,,,,,,,,,,,,,,,
OB,,建山 義紀,1991,投手,,,,1991,,49,,,,,,,,,,,,,,,,,
OB,,大道 典良,1985,外野手,,,,1985,,55,,,,,,,,,,,,,,,,,
OB,,奈良原 浩,1984,内野手,,,,1984,,56,,,,,,,,,,,,,,,,,
OB,,井出 竜也,1987,外野手,,,,1987,,53,,,,,,,,,,,,,,,,,
OB,,的山 哲也,1986,捕手,,,,1986,,54,,,,,,,,,,,,,,,,,
OB,,松山 秀明,1983,内野手,,,,1983,,57,,,,,,,,,,,,,,,,,
OB,,大西 崇之,1987,外野手,,,,1987,,53,,,,,,,,,,,,,,,,,
OB,,倉野 信次,1990,投手,,,,1990,,50,,,,,,,,,,,,,,,,,
OB,,藤本 博史,1979,内野手,,,,1979,,61,,,,,,,,,,,,,,,,,
